kind,id,track,tech,title,source,license,status,suspicious
question,iq-m5-be-1,backend,MySQL,"数据库联合索引的最左前缀原则是什么？举例说明何时会失效。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-0-1,backend,数仓建模,"请解释数仓分层建模中 ODS、DWD、DWS、ADS 四层各自的核心职责与典型加工逻辑，并说明为什么不能省略 DWD 层",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-0-2,backend,数仓建模,"在维度建模中，请对比“星型模型”与“雪花模型”的优缺点，并说明在数仓实践中为什么通常优先选择星型模型。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-0-3,backend,数仓建模,"请阐述事实表设计中“可加、半可加、不可加”度量的区别，并针对“库存快照事实表”给出具体的度量分类和设计思路。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-1-6,backend,数仓建模,"请设计一个“指标平台”的核心数据模型（表结构），支持指标的定义、计算、发布与使用。请给出关键表及字段，并说明其设计意图。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-3-1-r2,backend,调度与集成,"请简述 DataX、Canal、Flume 三种数据同步工具的核心定位与适用场景，并说明它们各自在“全量同步”和“增量同",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,YES
question,rq-b-be-data-3-2-r2,backend,调度与集成,"深入讲解 Canal 的工作原理：它是如何伪装成 MySQL slave 获取 binlog 的？binlog 的三种格",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,YES
question,rq-b-be-data-3-3-r2,backend,数仓建模,"请对比 DataX 与 Canal 在“全量+增量”同步方案中的优劣势，并设计一个 MySQL 数据同步到 Hive 数",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-4-1,backend,数仓建模,"请解释数据质量校验中“空值与主键校验”的具体含义，以及它在数仓/BI场景下的重要性。请结合一个实际业务表（如用户订单表）",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-4-2,backend,数仓建模,"请深入讲解“波动监控”的原理。在数仓中，如何对每日新增数据量或关键指标（如日活、GMV）进行波动告警？请设计一个通用的波",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-4-3,backend,数仓建模,"请对比“数据对账”与“数据稽核”的异同，并分别给出一个典型应用场景。在数仓中，你如何设计一个跨系统（如业务库与数仓）的数",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-4-4,backend,调度与集成,"请列举数据质量校验中至少4个“常见坑”，并针对每个坑给出具体的规避方案。请结合你在实际项目中的经验回答。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,YES
question,rq-b-be-data-4-6,backend,数仓建模,"请给出一个“数据对账”的编码实战题：编写一个Python或SQL脚本，实现从MySQL业务库和Hive数仓分别读取订单汇",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-junior-1-1,backend,数仓建模,"请解释Hive中内部表与外部表的区别，并说明在实际数仓开发中如何选择？如果误删了外部表，数据会怎样？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-data-junior-1-2,backend,Kafka,"Hive分区表与分桶表分别解决什么问题？它们的底层实现原理是什么？请写出一个既分区又分桶的建表语句，并说明插入数据的正确",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,YES
question,rq-b-be-data-junior-1-3,backend,Hive,"请列举Hive SQL开发中至少5个常见性能陷阱，并针对每个陷阱给出优化方案。重点说明数据倾斜的产生原因与典型解决手段。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,YES
question,rq-b-be-data-junior-1-4,backend,Hive,"对比Hive中ORDER BY、SORT BY、DISTRIBUTE BY、CLUSTER BY的区别，并说明在什么场景",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,YES
question,rq-b-be-data-junior-1-5,backend,Hive,"请实现一个Hive UDF（Java）和一个UDAF（聚合函数），要求：UDF将手机号中间四位脱敏（如138****12",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,YES
question,rq-b-be-db-0-1,backend,MySQL,"请解释 MySQL 中 EXPLAIN 输出结果里 type 字段的常见取值及其含义，并说明它们在查询优化中的指导意义。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-0-2,backend,数据库原理,"什么是索引选择性（Index Selectivity）？为什么说“选择性越高的列越适合建索引”？请举例说明如何计算和评估",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-0-3,backend,数据库原理,"什么是覆盖索引（Covering Index）？请写出一个利用覆盖索引避免回表的 SQL 示例，并说明 EXPLAIN ",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-0-4,backend,数据库原理,"请列举至少 4 种常见的索引失效场景，并说明为什么会导致失效，以及如何规避。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-0-5,backend,MySQL,"请对比 B-Tree 索引与 Hash 索引的异同，并说明在什么场景下 Hash 索引更适合，以及 MySQL 中哪些存",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-0-6,backend,数据库原理,"请设计一个针对订单表（order）的索引方案，要求满足以下三个查询场景：① 按用户 ID 查最近订单并按时间倒序；② 按",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-0-7,backend,MySQL,"请解释 MySQL 优化器在什么情况下会“选错索引”，即明明有索引却走了全表扫描或选择了次优索引？请列举至少 3 种原因",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-1,backend,MySQL,"请解释MySQL主从复制的核心原理，并说明异步复制、半同步复制和全同步复制的区别及各自适用场景。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-1-r2,backend,数据库原理,"请解释数据库备份中的“逻辑备份”和“物理备份”分别是什么？它们各自适用于什么场景？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-1-r3,backend,MySQL,"请从存储引擎的角度，对比 InnoDB 的 B+ 树与 LSM Tree 在数据组织、读写路径和空间管理上的核心差异，并",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-2,backend,数据库原理,"主从延迟（Seconds_Behind_Master）产生的常见原因有哪些？请给出至少三种排查手段和对应的解决策略。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-2-r2,backend,MySQL,"什么是增量备份？在MySQL中，如何基于binlog实现增量备份与恢复？请给出具体流程。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-2-r3,backend,MySQL,"请深入解释 InnoDB 的 MVCC 实现机制，包括隐藏列、ReadView 的可见性判断规则，以及不同隔离级别下 M",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-3,backend,数据库原理,"主库突然宕机后，如何基于MHA或Orchestrator进行自动故障切换？请对比两者的架构差异与切换可靠性。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-3-r2,backend,MySQL,"请对比mysqldump和XtraBackup在备份原理、性能、一致性保证上的差异，并说明各自适合的备份策略。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-3-r3,backend,数据库原理,"LSM Tree 的 Compaction 策略有哪些（如 Size-Tiered、Leveled、Tiered+Lev",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-4-r2,backend,数据库原理,"一次误删数据（如DROP TABLE）后，你如何设计恢复方案？请列出具体步骤和注意事项。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-4-r3,backend,MySQL,"在 InnoDB 中，为什么会出现“长事务导致 undo log 膨胀”的问题？请从 purge 机制、版本链长度和回滚",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-5,backend,数据库原理,"请解释RTO和RPO的概念，并说明在设计备份恢复方案时，如何根据业务需求设定这两个指标？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-5-r2,backend,MySQL,"请对比 InnoDB 的聚簇索引与二级索引在存储结构上的差异，并说明“回表”和“索引覆盖”的代价模型。在什么情况下二级索",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-5-r3,backend,MySQL,"请对比MySQL半同步复制与MHA切换中的数据安全性。若要求RPO=0，你会如何设计主从高可用架构？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-6,backend,MySQL,"MySQL主从复制中，若从库执行 `STOP SLAVE;` 后长时间未重启，期间主库写入大量数据，重新启动后如何保证数",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-6-r2,backend,MySQL,"在MySQL中，binlog的三种格式（STATEMENT、ROW、MIXED）有什么区别？对备份恢复有何影响？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-7,backend,MySQL,"InnoDB 的“自适应哈希索引”（AHI）是什么？它在什么场景下会失效或产生负面影响？请从实现原理和监控调优角度说明。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-1-7-r2,backend,MySQL,"请设计一个数据库备份恢复的自动化脚本框架（伪代码即可），要求包含全量备份、增量binlog归档、定期恢复演练。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-2-1,backend,数据库原理,"请解释数据库权限管理中的“最小权限原则”，并说明它在实际数据库账号管理中的具体落地方式。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-2-1-r2,backend,数据库原理,"请解释数据库容量规划的核心目标是什么？它与你所理解的“数据库优化”有什么本质区别？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-2-2,backend,MySQL,"在MySQL中，如何对一个账号进行完整的审计追踪？请说明需要开启哪些配置、查询哪些系统表，并给出一个实际审计场景的排查步",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-2-3,backend,MySQL,"请对比MySQL中`GRANT`语句的`WITH GRANT OPTION`与直接授予`SUPER`权限的区别，并指出在",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-2-4,backend,MySQL,"请编写一个完整的MySQL账号管理方案（含SQL脚本），要求：创建应用读写账号、只读报表账号、DBA管理账号，并实现对敏",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-2-4-r2,backend,数据库原理,"在容量规划中，如何设计一套数据归档策略？请以订单表（月增500万条，保留3年）为例，给出具体的归档流程和SQL/脚本设计",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-2-5,backend,MySQL,"在MySQL中，`mysql.user`表中的`authentication_string`字段存储的是什么？如何安全地",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-3-1,backend,MySQL,"什么是数据库缓冲池（Buffer Pool）？它在数据库架构中扮演什么角色？为什么说缓冲池的大小是影响数据库性能的首要参",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-3-2,backend,MySQL,"请详细解释MySQL InnoDB的刷盘策略（Flush Strategy），包括redo log刷盘、脏页刷盘，以及`",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-3-3,backend,数据库原理,"在数据库连接数配置中，`max_connections`和`thread_cache_size`分别解决什么问题？为什么",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-3-4,backend,MySQL,"对比辨析：`innodb_flush_method`（O_DSYNC vs O_DIRECT）与`innodb_use_",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-3-5,backend,数据库原理,"场景题：某电商系统大促期间，数据库CPU使用率飙升但磁盘I/O很低，`show processlist`显示大量`Sen",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-3-6,backend,MySQL,"请解释`innodb_buffer_pool_instances`与`innodb_buffer_pool_chunk_",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-4-1,backend,MySQL,"请解释什么是慢查询治理与监控？在数据库运维中，它的核心目标是什么？请结合你熟悉的数据库（如 MySQL）说明慢查询的判定",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-4-2,backend,MySQL,"请深入剖析 MySQL 慢查询日志的采集原理与内部机制。慢日志是如何记录、落盘和刷新的？在高并发写入场景下，慢日志采集本",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-4-3,backend,MySQL,"请对比 MySQL 原生慢日志与基于性能监控工具（如 Percona Monitoring and Management",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-4-4,backend,数据库原理,"请解释什么是 TopSQL 分析？在实际工作中，你如何从海量慢查询日志中识别出“真正需要优化”的 TopSQL？请给出具",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-4-5,backend,数据库原理,"请列举并解释慢查询治理中常见的 5 个“易错点”或“坑”，并针对每个坑给出规避方案。例如：索引失效、隐式类型转换、深分页",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-junior-0-1,backend,数据库原理,"请解释窗口函数（Window Function）与普通聚合函数（如 GROUP BY + COUNT）在逻辑执行顺序和结",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-junior-0-2,backend,数据库原理,"请写出一个使用窗口函数实现“分组 Top N”的 SQL 查询，并对比使用自连接或相关子查询实现同一需求的性能与可读性差",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-junior-0-3,backend,数据库原理,"请辨析 `RANK()`、`DENSE_RANK()`、`ROW_NUMBER()` 三个窗口函数的区别，并说明在“薪资",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-junior-0-4,backend,MySQL,"请解释 SQL 中 `UNION` 与 `UNION ALL` 的区别，并说明在什么场景下必须使用 `UNION` 而不",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-junior-0-5,backend,数据库原理,"请写出一个同时使用多表 JOIN、子查询和窗口函数的综合 SQL，解决如下业务问题：“统计 2024 年每个产品类别的月",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-junior-3-5,backend,数据库原理,"数据库备份脚本中需要每天凌晨 2 点执行，你会如何用 systemd 定时器（timer）实现？请写出 unit 文件，",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-mid-2-4,backend,NoSQL,"MongoDB 中 `_id` 默认使用 ObjectId，它有什么结构特点？在分片集群中，如果使用单调递增的 `_id",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-senior-0-1,backend,数据库原理,"请解释什么是分库分表，以及它解决的核心问题是什么？在什么场景下你才会考虑引入分库分表，而不是优先使用读写分离或缓存？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-senior-0-2,backend,数据库原理,"请详细说明分片键（Sharding Key）的设计原则。如果让你为一个电商订单表设计分片键，你会怎么选？为什么不能随便选",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-senior-0-4,backend,数据库原理,"跨分片查询（如全局聚合、排序、分页）是分库分表后的最大痛点。请以“订单列表按时间倒序分页查询”为例，说明你会如何设计，并",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-senior-3-1,backend,MySQL,"请解释什么是 Online DDL？在 MySQL 中，Online DDL 与普通 DDL 的本质区别是什么？它解决了",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-senior-3-2,backend,MySQL,"请从原理层面深入剖析 MySQL 8.0 中 `ALGORITHM=INPLACE` 的 DDL 是如何做到“不阻塞写入",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-senior-3-3,backend,MySQL,"请对比辨析：基于 `gh-ost`（GitHub 开源工具）和 MySQL 原生 Online DDL 两种方案，在不停",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-senior-3-5,backend,数据库原理,"在不停机变更中，回滚方案的设计至关重要。请列举至少三种常见的回滚策略，并分析各自的适用场景、优缺点，以及如何选择。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-db-senior-3-6,backend,数据库原理,"请设计一个针对“大表（1TB+）加索引”的不停机变更方案，要求全程不锁表、不阻塞读写，并说明如何监控变更进度和评估风险。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-game-4-6,backend,MySQL,"游戏服务端进行数据库数据迁移（如拆表、加索引、改字段类型）时，如何做到“不停服”或“最小化停服”？请给出详细方案。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-micro-junior-1-3,backend,MySQL,"Docker 中数据卷（Volume）与绑定挂载（Bind Mount）有什么区别？在微服务架构中，如何为 MySQL ",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-test-2-3-r2,backend,MySQL,"在测试数据构造中，如何保证数据的“原子性”和“可追溯性”？请对比使用SQL脚本、API调用和工厂模式（如Factory ",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-test-2-4-r2,backend,MySQL,"请描述测试执行完毕后，数据清理的常见策略。如何避免清理操作误删生产数据或影响其他并行测试？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-test-2-7,backend,MySQL,"在测试数据治理中，如何处理“敏感数据脱敏”？请给出至少两种脱敏方案，并说明其优缺点及实现要点。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-test-senior-1-2,backend,MySQL,"在设计用例管理模块时，如何保证用例的版本控制、多人协作的并发一致性，以及用例与需求/缺陷的关联追溯？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-0-1-r2,backend,MySQL,"请解释数据库事务的四大隔离级别（读未提交、读已提交、可重复读、串行化）分别解决什么问题？MySQL 默认使用哪一级？它如",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-0-2-r2,backend,MySQL,"什么是回表查询？联合索引 (a  b  c) 在哪些查询场景下能命中索引？请给出至少三种能命中、三种不能命中的 SQL ",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-0-3-r2,backend,MySQL,"请列举 InnoDB 中常见的锁类型，并说明死锁产生的必要条件。结合一个实际业务场景，描述如何定位并解决死锁问题。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-0-4-r2,backend,MySQL,"线上 MySQL 出现大量慢查询，你会如何定位和优化？请给出完整的排查流程，并至少包含三种典型的慢 SQL 优化手段。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-0-5-r2,backend,MySQL,"在 RR（可重复读）隔离级别下，有两个并发事务：事务 A 执行 `SELECT * FROM t WHERE id > ",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-0-6-r2,backend,MySQL,"请对比 InnoDB 与 MyISAM 在事务、锁和索引方面的核心差异。在什么场景下你会选择 MyISAM？为什么现在主",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-0-7-r2,backend,MySQL,"请设计一个订单系统的数据库表结构，要求：订单表与订单明细表，支持按用户 ID + 下单时间范围查询订单，并避免回表。请写",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-1-4-r2,backend,MySQL,"请谈谈“故障预案”的完整生命周期。假设你的核心交易链路依赖的数据库突然发生主从切换，作为高级工程师，你如何制定和执行故障",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-junior-4-1,backend,MySQL,"请解释 SQL 中 DELETE、TRUNCATE 和 DROP 三者的区别，并说明在什么场景下应该选择哪一个？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-junior-4-2,backend,MySQL,"请说明 INNER JOIN、LEFT JOIN、RIGHT JOIN 和 FULL OUTER JOIN 的区别，并给",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-junior-4-3,backend,MySQL,"请解释 GROUP BY 与 HAVING 的作用，并说明 WHERE 和 HAVING 的执行顺序及性能差异。写出一个",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-junior-4-4,backend,MySQL,"什么是索引？请解释 B+ 树索引的底层结构，并说明为什么 MySQL InnoDB 选择 B+ 树而非哈希表或二叉树。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-junior-4-5,backend,MySQL,"请解释什么是执行计划（EXPLAIN），并列举其中最重要的几个字段及其含义。如何根据执行计划判断一条 SQL 是否需要优",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-junior-4-6,backend,MySQL,"请对比 UNION 和 UNION ALL 的区别，并说明在什么场景下使用 JOIN 而不是子查询？写出一个用 UNIO",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-junior-4-7,backend,MySQL,"请写出一个 SQL 实现“分页查询”，并解释 LIMIT 与 OFFSET 的用法及深分页性能问题。给出优化方案。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-mid-5-1,backend,MySQL,"请解释什么是 SQL 注入（SQL Injection）？它的根本原因是什么？请给出一个典型的 Java/MyBatis",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,rq-b-be-web-senior-0-1,backend,MySQL,"请系统阐述高并发系统设计中“读写分离”的核心原理、适用场景与落地步骤，并说明它在实际生产中常见的坑有哪些？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-100,backend,MySQL,"InnoDB 中记录锁、间隙锁、临键锁三者的区别是什么？请用区间表示法说明各自的锁定范围，并解释为什么说临键锁是"左开右",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1006,backend,数据库原理,"表 `t` 有联合索引 `idx(a b c)`，执行 `SELECT * FROM t WHERE a=1 AND c",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1007,backend,数据库原理,"表 t 有联合索引 idx(a b c)，请分析以下三条 SQL 的索引利用情况，并说明 key_len 的变化规律： ",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-101,backend,MySQL,"InnoDB 中记录锁（Record Lock）、间隙锁（Gap Lock）和临键锁（Next-Key Lock）有什么",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1012,backend,MySQL,"覆盖索引是什么？它与普通二级索引有何区别？在什么场景下应该刻意设计覆盖索引？请给出一个具体的 SQL 优化案例。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-102,backend,MySQL,"InnoDB 的意向锁（Intention Lock）存在的意义是什么？为什么加行 S 锁前必须先取表 IS 锁？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1049,backend,MySQL,"请列举至少五种 MySQL 索引失效的场景，并分别解释其底层原理。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1050,backend,MySQL,"请列举至少五种 MySQL 索引失效的场景，并解释每种场景背后的底层原理。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1055,backend,MySQL,"请完整描述 MySQL 的四种事务隔离级别，并说明它们分别可能引发哪些并发异常？InnoDB 默认使用哪一级别？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1075,backend,MySQL,"请完整阐述事务的 ACID 四大特性，并说明在 MySQL InnoDB 中分别由哪些机制来保证？这四者之间是否存在权衡",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1094,backend,MySQL,"请对比 MySQL（关系型）与 MongoDB（文档型）在数据模型、事务能力、扩展方式三方面的核心差异，并说明各自最不适",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1097,backend,数据库原理,"请对比 READ COMMITTED（RC）与 REPEATABLE READ（RR）两种隔离级别下 MVCC 快照的创",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-1098,backend,数据库原理,"请对比 REPEATABLE READ 和 SERIALIZABLE 的异同。什么场景下 SERIALIZABLE 是合",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
