module,chapter,section,title,hasMeta,reviewedAt,risk,metaSource,urlCount,sourceUrl,license,tier,note
frontend,fe-c6,fe-c6-s4,"网络请求与缓存策略",1,2026-08-02,低,官方(可溯源),2,https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/Caching,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c6,fe-c6-s5,"关键渲染路径与资源加载",1,2026-08-02,低,官方(可溯源),5,https://developer.mozilla.org/en-US/docs/Web/Performance/Guides/Critical_rendering_path,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c8,fe-c8-s1,"包管理与 npm 生态",1,2026-08-02,高,官方(可溯源),10,https://docs.npmjs.com/cli/v11/configuring-npm/package-json,unknown,amber,"其他来源 · 待核实"
frontend,fe-c8,fe-c8-s2,"模块化：CommonJS 与 ESM",1,2026-08-02,高,官方(可溯源),5,https://nodejs.org/api/modules.html,mit,green,"Node.js Docs · MIT 类"
frontend,fe-c8,fe-c8-s3,"Vite 原理与配置",1,2026-08-02,高,官方(可溯源),10,https://vite.dev/guide/why.html,unknown,amber,"其他来源 · 待核实"
frontend,fe-c8,fe-c8-s4,"Webpack 核心概念",1,2026-08-02,高,官方(可溯源),8,https://webpack.js.org/concepts/,unknown,amber,"其他来源 · 待核实"
frontend,fe-c8,fe-c8-s5,"ESLint/Prettier 与代码质量",1,2026-08-02,高,官方(可溯源),10,https://eslint.org/docs/latest/use/configure/configuration-files,unknown,amber,"其他来源 · 待核实"
frontend,fe-c8,fe-c8-s6,"Git 工作流与版本控制",1,2026-08-02,高,官方(可溯源),4,https://git-scm.com/book/en/v2/Git-Branching-Rebasing,unknown,amber,"其他来源 · 待核实"
frontend,fe-c9,fe-c9-s1,"JSX 与组件模型",1,2026-08-02,高,官方(可溯源),2,https://react.dev/learn/writing-markup-with-jsx,cc-by-4.0,green,"React Docs · CC-BY-4.0"
frontend,fe-c9,fe-c9-s2,"函数组件与 Props",1,2026-08-02,高,官方(可溯源),1,https://react.dev/learn/passing-props-to-a-component,cc-by-4.0,green,"React Docs · CC-BY-4.0"
frontend,fe-c9,fe-c9-s3,"Hooks：useState/useEffect",1,2026-08-02,高,官方(可溯源),2,https://react.dev/reference/react/useState,cc-by-4.0,green,"React Docs · CC-BY-4.0"
frontend,fe-c9,fe-c9-s4,"自定义 Hooks 与规则",1,2026-08-02,高,官方(可溯源),3,https://react.dev/reference/rules/rules-of-hooks,cc-by-4.0,green,"React Docs · CC-BY-4.0"
frontend,fe-c9,fe-c9-s5,"状态管理与 Context",1,2026-08-02,高,官方(可溯源),3,https://react.dev/learn/passing-data-deeply-with-context,cc-by-4.0,green,"React Docs · CC-BY-4.0"
frontend,fe-c9,fe-c9-s6,"渲染机制与性能优化",1,2026-08-02,高,官方(可溯源),2,https://react.dev/learn/render-and-commit,cc-by-4.0,green,"React Docs · CC-BY-4.0"
frontend,fe-c9,fe-c9-s7,"React Router 与数据请求",1,2026-08-02,高,官方(可溯源),3,https://reactrouter.com/start/modes,unknown,amber,"其他来源 · 待核实"
frontend,fe-c10,fe-c10-s1,"模板语法与响应式原理",1,2026-08-02,高,官方(可溯源),6,https://vuejs.org/guide/essentials/template-syntax.html,unknown,amber,"Vue Docs · 待核实"
frontend,fe-c10,fe-c10-s2,"组合式 API",1,2026-08-02,高,官方(可溯源),10,https://vuejs.org/guide/extras/composition-api-faq.html,unknown,amber,"Vue Docs · 待核实"
frontend,fe-c10,fe-c10-s3,"组件通信与插槽",1,2026-08-02,高,官方(可溯源),10,https://vuejs.org/guide/components/props.html,unknown,amber,"Vue Docs · 待核实"
frontend,fe-c10,fe-c10-s4,"生命周期与侦听器",1,2026-08-02,高,官方(可溯源),6,https://vuejs.org/guide/essentials/lifecycle.html,unknown,amber,"Vue Docs · 待核实"
frontend,fe-c10,fe-c10-s5,"Vue Router 与 Pinia",1,2026-08-02,高,官方(可溯源),10,https://router.vuejs.org/guide/essentials/dynamic-matching.html,unknown,amber,"Vue Docs · 待核实"
frontend,fe-c10,fe-c10-s6,"性能与最佳实践",1,2026-08-02,高,官方(可溯源),8,https://vuejs.org/guide/extras/rendering-mechanism.html,unknown,amber,"Vue Docs · 待核实"
frontend,fe-c11,fe-c11-s1,"状态管理的本质与场景",1,2026-08-02,中,官方(可溯源),2,https://redux.js.org/tutorials/essentials/part-1-overview-concepts,unknown,amber,"其他来源 · 待核实"
frontend,fe-c11,fe-c11-s2,"Redux 单向数据流",1,2026-08-02,中,官方(可溯源),1,https://redux.js.org/tutorials/essentials/part-1-overview-concepts,unknown,amber,"其他来源 · 待核实"
frontend,fe-c11,fe-c11-s3,"Pinia/Vuex 响应式状态",1,2026-08-02,中,官方(可溯源),1,https://pinia.vuejs.org/core-concepts/,unknown,amber,"Vue Docs · 待核实"
frontend,fe-c11,fe-c11-s4,"状态机与复杂流程",1,2026-08-02,中,官方(可溯源),1,https://stately.ai/docs/state-machines-and-statecharts,unknown,amber,"其他来源 · 待核实"
frontend,fe-c11,fe-c11-s5,"服务端状态",1,2026-08-02,中,官方(可溯源),1,https://tanstack.com/query/latest/docs/framework/react/overview,unknown,amber,"其他来源 · 待核实"
frontend,fe-c12,fe-c12-s1,"测试金字塔与类型",1,2026-08-02,中,官方(可溯源),1,https://martinfowler.com/bliki/TestPyramid.html,unknown,amber,"其他来源 · 待核实"
frontend,fe-c12,fe-c12-s2,"单元测试",1,2026-08-02,中,官方(可溯源),1,https://vitest.dev/guide/,unknown,amber,"其他来源 · 待核实"
frontend,fe-c12,fe-c12-s3,"组件测试",1,2026-08-02,中,官方(可溯源),1,https://testing-library.com/docs/guiding-principles,unknown,amber,"其他来源 · 待核实"
frontend,fe-c12,fe-c12-s4,"E2E 测试",1,2026-08-02,中,官方(可溯源),1,https://playwright.dev/docs/intro,unknown,amber,"其他来源 · 待核实"
frontend,fe-c12,fe-c12-s5,"覆盖率与 Mock",1,2026-08-02,中,官方(可溯源),1,https://vitest.dev/guide/,unknown,amber,"其他来源 · 待核实"
frontend,fe-c13,fe-c13-s1,"加载性能",1,2026-08-02,低,官方(可溯源),1,https://web.dev/articles/reduce-javascript-payloads-with-code-splitting,unknown,amber,"其他来源 · 待核实"
frontend,fe-c13,fe-c13-s2,"渲染性能",1,2026-08-02,低,官方(可溯源),1,https://developer.mozilla.org/en-US/docs/Web/Performance/How_browsers_work,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c13,fe-c13-s3,"运行时优化",1,2026-08-02,低,官方(可溯源),1,https://web.dev/articles/vitals,unknown,amber,"其他来源 · 待核实"
frontend,fe-c13,fe-c13-s4,"Core Web Vitals",1,2026-08-02,低,官方(可溯源),1,https://web.dev/articles/vitals,unknown,amber,"其他来源 · 待核实"
frontend,fe-c13,fe-c13-s5,"性能监控",1,2026-08-02,低,官方(可溯源),1,https://web.dev/articles/vitals,unknown,amber,"其他来源 · 待核实"
frontend,fe-c14,fe-c14-s1,"XSS 与防御",1,2026-08-02,低,官方(可溯源),1,https://owasp.org/www-community/attacks/xss/,unknown,amber,"OWASP · 待核实"
frontend,fe-c14,fe-c14-s2,"CSRF 与防护",1,2026-08-02,低,官方(可溯源),2,http://localhost:3000/api/change-email,unknown,amber,"其他来源 · 待核实"
frontend,fe-c14,fe-c14-s3,"内容安全策略 CSP",1,2026-08-02,低,官方(可溯源),1,https://developer.mozilla.org/en-US/docs/Web/HTTP/CSP,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c14,fe-c14-s4,"可访问性 WCAG 基础",1,2026-08-02,低,官方(可溯源),1,https://www.w3.org/WAI/fundamentals/accessibility-principles/,unknown,amber,"其他来源 · 待核实"
frontend,fe-c14,fe-c14-s5,"语义化与无障碍实践",1,2026-08-02,低,官方(可溯源),1,https://www.w3.org/WAI/fundamentals/accessibility-principles/,unknown,amber,"其他来源 · 待核实"
frontend,fe-c15,fe-c15-s1,"Service Worker 与离线",1,2026-08-02,中,官方(可溯源),2,http://localhost`,unknown,amber,"其他来源 · 待核实"
frontend,fe-c15,fe-c15-s2,"PWA 与 manifest",1,2026-08-02,中,官方(可溯源),1,https://developer.mozilla.org/en-US/docs/Web/Manifest,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c15,fe-c15-s3,"构建产物与 CI/CD",1,2026-08-02,中,官方(可溯源),2,https://developer.mozilla.org/en-US/docs/Web/HTTP/Caching,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c15,fe-c15-s4,"渲染模式 SSR/SSG/CSR",1,2026-08-02,中,官方(可溯源),1,https://nuxt.com/docs/guide/concepts/rendering,unknown,amber,"其他来源 · 待核实"
frontend,fe-c15,fe-c15-s5,"监控与错误上报",1,2026-08-02,中,官方(可溯源),1,https://docs.sentry.io/platforms/javascript/,unknown,amber,"其他来源 · 待核实"
frontend,fe-c16,fe-c16-s1,"Node 运行时与事件循环",1,2026-08-02,高,官方(可溯源),2,https://nodejs.org/en/learn/asynchronous-work/event-loop-timers-and-nexttick,mit,green,"Node.js Docs · MIT 类"
frontend,fe-c16,fe-c16-s2,"模块系统：CommonJS 与 ESM",1,2026-08-02,高,官方(可溯源),2,https://nodejs.org/api/modules.html,mit,green,"Node.js Docs · MIT 类"
frontend,fe-c16,fe-c16-s3,"流 Stream 与管道",1,2026-08-02,高,官方(可溯源),1,https://nodejs.org/api/stream.html,mit,green,"Node.js Docs · MIT 类"
frontend,fe-c16,fe-c16-s4,"文件系统 fs",1,2026-08-02,高,官方(可溯源),2,https://nodejs.org/api/fs.html,mit,green,"Node.js Docs · MIT 类"
frontend,fe-c16,fe-c16-s5,"HTTP 与原生服务器",1,2026-08-02,高,官方(可溯源),2,https://nodejs.org/api/http.html,mit,green,"Node.js Docs · MIT 类"
frontend,fe-c16,fe-c16-s6,"进程、子进程与多核",1,2026-08-02,高,官方(可溯源),3,https://nodejs.org/api/cluster.html,mit,green,"Node.js Docs · MIT 类"
frontend,fe-c16,fe-c16-s7,"错误处理与异常兜底",1,2026-08-02,高,官方(可溯源),3,https://nodejs.org/api/errors.html,mit,green,"Node.js Docs · MIT 类"
frontend,fe-c16,fe-c16-s8,"BFF 与 SSR 运行时",1,2026-08-02,高,官方(可溯源),3,https://nuxt.com/docs/guide/concepts/rendering,unknown,amber,"其他来源 · 待核实"
frontend,fe-c16,fe-c16-s9,"包管理与依赖治理",1,2026-08-02,高,官方(可溯源),3,https://docs.npmjs.com/,unknown,amber,"其他来源 · 待核实"
frontend,fe-c17,fe-c17-s1,"设计模式总览与选型",1,2026-08-02,低,官方(可溯源),2,https://www.patterns.dev/,unknown,amber,"其他来源 · 待核实"
frontend,fe-c17,fe-c17-s2,"观察者模式与发布订阅",1,2026-08-02,低,官方(可溯源),2,https://developer.mozilla.org/en-US/docs/Web/API/EventTarget/addEventListener,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c17,fe-c17-s3,"模块模式与命名空间",1,2026-08-02,低,官方(可溯源),2,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Closures,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c17,fe-c17-s4,"组合模式与组件组合",1,2026-08-02,低,官方(可溯源),2,https://react.dev/learn/passing-props-to-a-component,cc-by-4.0,green,"React Docs · CC-BY-4.0"
frontend,fe-c17,fe-c17-s5,"单例与服务定位",1,2026-08-02,低,官方(可溯源),2,https://vuejs.org/guide/components/provide-inject,unknown,amber,"Vue Docs · 待核实"
frontend,fe-c17,fe-c17-s6,"状态管理范式",1,2026-08-02,低,官方(可溯源),3,https://facebook.github.io/flux/docs/in-depth-overview,unknown,amber,"其他来源 · 待核实"
frontend,fe-c17,fe-c17-s7,"微前端架构",1,2026-08-02,低,官方(可溯源),2,https://martinfowler.com/articles/micro-frontends.html,unknown,amber,"其他来源 · 待核实"
frontend,fe-c17,fe-c17-s8,"模块联邦 Module Federation",1,2026-08-02,低,官方(可溯源),2,https://webpack.js.org/plugins/module-federation-plugin/,unknown,amber,"其他来源 · 待核实"
frontend,fe-c17,fe-c17-s9,"Monorepo 工程化",1,2026-08-02,低,官方(可溯源),3,https://pnpm.io/workspaces,unknown,amber,"其他来源 · 待核实"
frontend,fe-c18,fe-c18-s1,"CSS 过渡 transition 基础",1,2026-08-02,中,官方(可溯源),1,https://developer.mozilla.org/en-US/docs/Web/CSS/transition,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c18,fe-c18-s2,"CSS 关键帧动画 @keyframes",1,2026-08-02,中,官方(可溯源),2,https://developer.mozilla.org/en-US/docs/Web/CSS/animation,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c18,fe-c18-s3,"动画性能与合成层",1,2026-08-02,中,官方(可溯源),2,https://developer.mozilla.org/en-US/docs/Web/Performance,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c18,fe-c18-s4,"Web Animations API",1,2026-08-02,中,官方(可溯源),1,https://developer.mozilla.org/en-US/docs/Web/API/Web_Animations_API,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c18,fe-c18-s5,"缓动函数与物理动效",1,2026-08-02,中,官方(可溯源),2,https://developer.mozilla.org/en-US/docs/Web/CSS/easing-function,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c18,fe-c18-s6,"滚动驱动与 Intersection Observer",1,2026-08-02,中,官方(可溯源),2,https://developer.mozilla.org/en-US/docs/Web/API/Intersection_Observer_API,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c18,fe-c18-s7,"手势与交互动效",1,2026-08-02,中,官方(可溯源),1,https://developer.mozilla.org/en-US/docs/Web/API/Pointer_events,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c18,fe-c18-s8,"动画可访问性",1,2026-08-02,中,官方(可溯源),2,https://developer.mozilla.org/en-US/docs/Web/CSS/@media/prefers-reduced-motion,cc-by-sa,amber,"MDN · CC-BY-SA（相同方式分享，具传染性）"
frontend,fe-c18,fe-c18-s9,"动效设计原则",1,2026-08-02,中,官方(可溯源),2,https://m3.material.io/styles/motion/understanding-motion,unknown,amber,"其他来源 · 待核实"
frontend,hm-c1,hm-c1-s1,"HarmonyOS 系统简介",1,2026-08-08,低,官方(可溯源),12,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/harmonyos-overview-0000001821000461-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c1,hm-c1-s2,"开发工具与环境搭建",1,2026-08-08,低,官方(可溯源),10,https://developer.harmonyos.com/,unknown,amber,"其他来源 · 待核实"
frontend,hm-c1,hm-c1-s3,"ArkTS 语言基础",1,2026-08-08,低,官方(可溯源),10,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/arkts-syntax-overview-0000001821000845-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c2,hm-c2-s1,"ArkUI 概述与开发范式",1,2026-08-08,低,官方(可溯源),10,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/arkui-overview-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c2,hm-c2-s2,"基础组件与布局",1,2026-08-08,低,官方(可溯源),10,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/arkts-ui-components-overview-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c2,hm-c2-s3,"状态管理",1,2026-08-08,低,官方(可溯源),10,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/arkts-state-management-overview-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c2,hm-c2-s4,"事件处理与交互",1,2026-08-08,低,官方(可溯源),7,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/arkts-common-events-button-attributes-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c3,hm-c3-s1,"高级组件（List、Grid、Stack等）",1,2026-08-08,低,官方(可溯源),11,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/arkts-layout-development-list/,unknown,amber,"其他来源 · 待核实"
frontend,hm-c3,hm-c3-s2,"自定义组件与组件化",1,2026-08-08,低,官方(可溯源),10,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/arkts-create-custom-components,unknown,amber,"其他来源 · 待核实"
frontend,hm-c3,hm-c3-s3,"响应式布局与屏幕适配",1,2026-08-08,低,官方(可溯源),10,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/arkts-grid-layout-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c3,hm-c3-s4,"动画与视觉效果",1,2026-08-08,低,官方(可溯源),12,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/arkts-attribute-animation-overview-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c4,hm-c4-s1,"应用模型概述",1,2026-08-08,低,官方(可溯源),8,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/fa-model-overview-0000001277659722,unknown,amber,"其他来源 · 待核实"
frontend,hm-c4,hm-c4-s2,"UIAbility 与页面生命周期",1,2026-08-08,低,官方(可溯源),8,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/uiability-overview-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c4,hm-c4-s3,"应用上下文与资源管理",1,2026-08-08,低,官方(可溯源),7,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/application-context-stage-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c5,hm-c5-s1,"本地存储（Preferences）",1,2026-08-08,低,官方(可溯源),6,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/data-persistence-overview-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c5,hm-c5-s2,"关系型数据库（RDB）",1,2026-08-08,低,官方(可溯源),6,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/rdb-store-guidelines-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c5,hm-c5-s3,"分布式数据管理",1,2026-08-08,低,官方(可溯源),10,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/database-dds-overview-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c6,hm-c6-s1,"网络请求（HTTP/WebSocket）",1,2026-08-08,低,官方(可溯源),11,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/http-request-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c6,hm-c6-s2,"图像与多媒体处理",1,2026-08-08,低,官方(可溯源),14,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/ts-basic-components-image/,unknown,amber,"其他来源 · 待核实"
frontend,hm-c6,hm-c6-s3,"文件与数据访问",1,2026-08-08,低,官方(可溯源),10,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/app-sandbox-directory-V5,unknown,amber,"其他来源 · 待核实"
frontend,hm-c7,hm-c7-s1,"设备能力调用（传感器、蓝牙等）",1,2026-08-08,低,官方(可溯源),6,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides-V5/sensor-guidelines-V5,unknown,amber,"其他来源 · 待核实"
